DistrictName,Vndr,Loc,GPmRFI
Austin,IFDISCONFO-i,118,168
Chicago,IFDISCONFO-i,119,322
St. Louis,IFDISCONFO-i,120,160
Columbus,IFDISCONFO-i,121,178
California,IFDISCONFO-i,122,107
St. Louis,IFDISCONFO-i,123,339
Chicago,IFDISCONFO-i,124,229
Georgia,IFDISCONFO-i,125,221
Georgia,IFDISCONFO-i,126,202
St. Louis,IFDISCONFO-i,127,44
Dallas Flagship,IFDISCONFO-r,1,6550
Dallas South,IFDISCONFO-r,2,1025
Tarrant County,IFDISCONFO-r,3,1135
San Antonio,IFDISCONFO-r,4,1267
Austin,IFDISCONFO-r,5,2281
Houston North,IFDISCONFO-r,6,1059
Austin,IFDISCONFO-r,7,835
Dallas North,IFDISCONFO-r,8,508
Houston North,IFDISCONFO-r,9,1027
San Antonio,IFDISCONFO-r,10,1511
Houston South,IFDISCONFO-r,11,2252
Tarrant County,IFDISCONFO-r,12,602
Kentucky,IFDISCONFO-r,13,7
Wisconsin,IFDISCONFO-r,14,867
Houston South,IFDISCONFO-r,15,1386
Dallas South,IFDISCONFO-r,16,1086
Austin,IFDISCONFO-r,17,1389
Tarrant County,IFDISCONFO-r,18,791
Columbus,IFDISCONFO-r,19,123
Houston South,IFDISCONFO-r,20,1837
Houston North,IFDISCONFO-r,21,972
Washington,IFDISCONFO-r,22,170
Minnesota,IFDISCONFO-r,23,10
Houston South,IFDISCONFO-r,24,1184
San Antonio,IFDISCONFO-r,25,475
Washington,IFDISCONFO-r,27,4
San Antonio,IFDISCONFO-r,29,351
Southern Ohio,IFDISCONFO-r,30,104
Midwest,IFDISCONFO-r,31,1921
Southern Ohio,IFDISCONFO-r,32,155
Tarrant County,IFDISCONFO-r,33,1561
Washington,IFDISCONFO-r,34,580
Wisconsin,IFDISCONFO-r,35,786
Minnesota,IFDISCONFO-r,36,34
California,IFDISCONFO-r,37,2575
Indiana,IFDISCONFO-r,38,1151
Indiana,IFDISCONFO-r,39,761
Columbus,IFDISCONFO-r,40,137
Wisconsin,IFDISCONFO-r,41,361
Penn-Cleveland,IFDISCONFO-r,42,164
Dallas North,IFDISCONFO-r,43,366
Houston North,IFDISCONFO-r,44,1842
Southern Ohio,IFDISCONFO-r,45,108
Dallas South,IFDISCONFO-r,46,998
Indiana,IFDISCONFO-r,47,926
Washington,IFDISCONFO-r,48,352
Dallas South,IFDISCONFO-r,49,777
Penn-Cleveland,IFDISCONFO-r,50,450
Wisconsin,IFDISCONFO-r,51,16
Columbus,IFDISCONFO-r,52,363
Minnesota,IFDISCONFO-r,53,15
Washington,IFDISCONFO-r,54,536
California,IFDISCONFO-r,55,1096
Houston North,IFDISCONFO-r,56,1309
Austin,IFDISCONFO-r,57,509
Dallas North,IFDISCONFO-r,58,296
Dallas North,IFDISCONFO-r,59,183
Tarrant County,IFDISCONFO-r,60,776
Penn-Cleveland,IFDISCONFO-r,61,155
Penn-Cleveland,IFDISCONFO-r,62,826
Washington,IFDISCONFO-r,64,212
Dallas North,IFDISCONFO-r,65,596
Penn-Cleveland,IFDISCONFO-r,66,1226
California,IFDISCONFO-r,67,1043
Minnesota,IFDISCONFO-r,68,30
Arizona,IFDISCONFO-r,69,336
Midwest,IFDISCONFO-r,70,1560
Washington,IFDISCONFO-r,71,343
Arizona,IFDISCONFO-r,72,10
Midwest,IFDISCONFO-r,73,1563
Houston South,IFDISCONFO-r,74,1024
Austin,IFDISCONFO-r,75,478
San Antonio,TEXASSTATI-i,4,1945
Austin,TEXASSTATI-i,5,4503
Houston North,TEXASSTATI-i,6,1504
Austin,TEXASSTATI-i,7,1951
Dallas North,TEXASSTATI-i,8,2131
Houston North,TEXASSTATI-i,9,2468
San Antonio,TEXASSTATI-i,10,2064
Houston South,TEXASSTATI-i,11,3054
Tarrant County,TEXASSTATI-i,12,2155
Kentucky,TEXASSTATI-i,13,2646
Wisconsin,TEXASSTATI-i,14,1646
Houston South,TEXASSTATI-i,15,3362
Dallas South,TEXASSTATI-i,16,289
Austin,TEXASSTATI-i,17,3028
Tarrant County,TEXASSTATI-i,18,2171
Columbus,TEXASSTATI-i,19,1270
Houston South,TEXASSTATI-i,20,2109
Houston North,TEXASSTATI-i,21,1888
Washington,TEXASSTATI-i,22,2250
Minnesota,TEXASSTATI-i,23,2255
Houston South,TEXASSTATI-i,24,2226
San Antonio,TEXASSTATI-i,25,2355
Minnesota,TEXASSTATI-i,26,2898
Washington,TEXASSTATI-i,27,592
San Antonio,TEXASSTATI-i,29,2323
Southern Ohio,TEXASSTATI-i,30,2551
Midwest,TEXASSTATI-i,31,3346
Southern Ohio,TEXASSTATI-i,32,941
Tarrant County,TEXASSTATI-i,33,2269
Washington,TEXASSTATI-i,34,1991
Wisconsin,TEXASSTATI-i,35,1919
Minnesota,TEXASSTATI-i,36,1983
California,TEXASSTATI-i,37,3476
Indiana,TEXASSTATI-i,38,2266
Indiana,TEXASSTATI-i,39,1704
Columbus,TEXASSTATI-i,40,2367
Wisconsin,TEXASSTATI-i,41,1315
Penn-Cleveland,TEXASSTATI-i,42,1806
Dallas North,TEXASSTATI-i,43,1064
Houston North,TEXASSTATI-i,44,2720
Southern Ohio,TEXASSTATI-i,45,3024
Dallas South,TEXASSTATI-i,46,1228
Indiana,TEXASSTATI-i,47,2763
Washington,TEXASSTATI-i,48,1622
Dallas South,TEXASSTATI-i,49,697
Penn-Cleveland,TEXASSTATI-i,50,1573
Wisconsin,TEXASSTATI-i,51,2212
Columbus,TEXASSTATI-i,52,2036
Minnesota,TEXASSTATI-i,53,1317
Washington,TEXASSTATI-i,54,2004
California,TEXASSTATI-i,55,1491
Houston North,TEXASSTATI-i,56,2236
Austin,TEXASSTATI-i,57,2531
Dallas North,TEXASSTATI-i,58,1916
Dallas North,TEXASSTATI-i,59,2109
Tarrant County,TEXASSTATI-i,60,1905
Penn-Cleveland,TEXASSTATI-i,61,1696
Penn-Cleveland,TEXASSTATI-i,62,1470
Washington,TEXASSTATI-i,64,1878
Dallas North,TEXASSTATI-i,65,2518
Penn-Cleveland,TEXASSTATI-i,66,1959
California,TEXASSTATI-i,67,2244
Minnesota,TEXASSTATI-i,68,1848
Arizona,TEXASSTATI-i,69,1419
Midwest,TEXASSTATI-i,70,2476
Washington,TEXASSTATI-i,71,1783
Arizona,TEXASSTATI-i,72,1365
Midwest,TEXASSTATI-i,73,1720
Houston South,TEXASSTATI-i,74,2020
Austin,TEXASSTATI-i,75,2239
Austin,TEXASSTATI-i,76,2002
Penn-Cleveland,TEXASSTATI-i,77,1843
Midwest,TEXASSTATI-i,78,1003
Southern Ohio,TEXASSTATI-i,80,1700
Tarrant County,TEXASSTATI-i,81,2637
Southern Ohio,TEXASSTATI-i,82,1929
Dallas South,TEXASSTATI-i,83,1759
Midwest,TEXASSTATI-i,84,2766
Dallas North,TEXASSTATI-i,85,2677
Midwest,TEXASSTATI-i,86,1720
Chicago,TEXASSTATI-i,87,1882
Kentucky,TEXASSTATI-i,88,1744
Chicago,TEXASSTATI-i,90,1415
Columbus,TEXASSTATI-i,91,1828
Columbus,TEXASSTATI-i,92,315
Minnesota,TEXASSTATI-i,93,274
Chicago,TEXASSTATI-i,94,889
Houston South,TEXASSTATI-i,95,1058
Minnesota,TEXASSTATI-i,96,2076
Kentucky,TEXASSTATI-i,97,1872
Tarrant County,TEXASSTATI-i,98,1376
Midwest,TEXASSTATI-i,99,2008
Indiana,TEXASSTATI-i,100,1366
Chicago,TEXASSTATI-i,101,1015
Indiana,TEXASSTATI-i,102,1173
Wisconsin,TEXASSTATI-i,103,1062
Austin,TEXASSTATI-i,104,2180
Oklahoma,TEXASSTATI-i,105,1809
Arizona,TEXASSTATI-i,106,1525
Southern Ohio,TEXASSTATI-i,107,1674
Chicago,TEXASSTATI-i,108,882
Dallas South,TEXASSTATI-i,109,1985
Oklahoma,TEXASSTATI-i,110,1781
Tarrant County,TEXASSTATI-i,111,682
California,TEXASSTATI-i,112,2357
San Antonio,TEXASSTATI-i,113,1209
Oklahoma,TEXASSTATI-i,114,1291
Chicago,TEXASSTATI-i,115,605
Kentucky,TEXASSTATI-i,116,1535
Chicago,TEXASSTATI-i,117,908
Austin,TEXASSTATI-i,118,1846
Chicago,TEXASSTATI-i,119,1739
Arizona,BS,106,9777
Southern Ohio,BS,107,12851
Chicago,BS,108,10829
Dallas South,BS,109,18560
Oklahoma,BS,110,15362
Tarrant County,BS,111,13666
California,BS,112,16287
San Antonio,BS,113,8293
Oklahoma,BS,114,13638
Chicago,BS,115,13728
Kentucky,BS,116,17923
Chicago,BS,117,10154
Austin,BS,118,17919
Chicago,BS,119,14487
St. Louis,BS,120,12275
Columbus,BS,121,9523
California,BS,122,11675
St. Louis,BS,123,6710
Chicago,BS,124,11150
Georgia,BS,125,12573
Georgia,BS,126,16264
St. Louis,BS,127,2743
Dallas Flagship,CDC,1,658204
Dallas South,CDC,2,94460
Tarrant County,CDC,3,182058
San Antonio,CDC,4,165873
Austin,CDC,5,298547
Houston North,CDC,6,132509
Austin,CDC,7,144010
Dallas North,CDC,8,179772
Houston North,CDC,9,160403
San Antonio,CDC,10,114495
Houston South,CDC,11,248464
Tarrant County,CDC,12,134714
Kentucky,CDC,13,227595
Wisconsin,CDC,14,101777
Houston South,CDC,15,267781
Dallas South,CDC,16,58032
Austin,CDC,17,266293
Tarrant County,CDC,18,143641
Columbus,CDC,19,115352
Houston South,CDC,20,225322
Houston North,CDC,21,154634
Washington,CDC,22,244062
Minnesota,CDC,23,167086
Houston South,CDC,24,219974
San Antonio,CDC,25,192015
Minnesota,CDC,26,202066
Washington,CDC,27,15558
San Antonio,CDC,29,221125
Southern Ohio,CDC,30,213571
Midwest,CDC,31,290315
Southern Ohio,CDC,32,115329
Tarrant County,CDC,33,200871
Washington,CDC,34,199053
Wisconsin,CDC,35,200260
Minnesota,CDC,36,192701
California,CDC,37,201394
Indiana,CDC,38,216542
Indiana,CDC,39,192352
Columbus,CDC,40,202188
Wisconsin,CDC,41,141500
Penn-Cleveland,CDC,42,112244
Dallas North,CDC,43,120260
Houston North,CDC,44,175285
Southern Ohio,CDC,45,196093
Dallas South,CDC,46,122291
Indiana,CDC,47,215448
Washington,CDC,48,137631
Dallas South,CDC,49,117201
Penn-Cleveland,CDC,50,121348
Wisconsin,CDC,51,208678
Columbus,CDC,52,173706
Minnesota,CDC,53,156888
Washington,CDC,54,124418
California,CDC,55,169655
Houston North,CDC,56,193701
Austin,CDC,57,165030
Dallas North,CDC,58,151242
Dallas North,CDC,59,173035
Tarrant County,CDC,60,121137
Penn-Cleveland,CDC,61,148781
Penn-Cleveland,CDC,62,128640
Washington,CDC,64,168446
Dallas North,CDC,65,215111
Penn-Cleveland,CDC,66,145723
California,CDC,67,229033
Minnesota,CDC,68,184712
Arizona,CDC,69,160936
Midwest,CDC,70,174448
Washington,CDC,71,151213
Arizona,CDC,72,119975
Midwest,CDC,73,164514
Houston South,CDC,74,180998
Austin,CDC,75,151850
Austin,CDC,76,174250
Penn-Cleveland,CDC,77,175112
Midwest,CDC,78,89957
Southern Ohio,CDC,80,156670
Tarrant County,CDC,81,212871
Southern Ohio,CDC,82,145773
Dallas South,CDC,83,137914
Midwest,CDC,84,142480
Dallas North,CDC,85,218883
Midwest,CDC,86,164907
Chicago,CDC,87,196350
Kentucky,CDC,88,201214
Chicago,CDC,90,118446
Columbus,CDC,91,137319
Columbus,CDC,92,12168
Minnesota,CDC,93,20227
Chicago,CDC,94,129456
Wisconsin,BS-i,14,8185
Houston South,BS-i,15,11634
Dallas South,BS-i,16,2911
Austin,BS-i,17,9795
Tarrant County,BS-i,18,8178
Columbus,BS-i,19,4716
Houston South,BS-i,20,8618
Houston North,BS-i,21,9141
Washington,BS-i,22,11425
Minnesota,BS-i,23,10554
Houston South,BS-i,24,8880
San Antonio,BS-i,25,7984
Minnesota,BS-i,26,10293
Washington,BS-i,27,732
San Antonio,BS-i,29,7691
Southern Ohio,BS-i,30,8315
Midwest,BS-i,31,10302
Southern Ohio,BS-i,32,7012
Tarrant County,BS-i,33,8397
Washington,BS-i,34,9491
Wisconsin,BS-i,35,9323
Minnesota,BS-i,36,9214
California,BS-i,37,11575
Indiana,BS-i,38,9026
Indiana,BS-i,39,12637
Columbus,BS-i,40,8757
Wisconsin,BS-i,41,8214
Penn-Cleveland,BS-i,42,3759
Dallas North,BS-i,43,8349
Houston North,BS-i,44,9029
Southern Ohio,BS-i,45,9277
Dallas South,BS-i,46,8831
Indiana,BS-i,47,9675
Washington,BS-i,48,8996
Dallas South,BS-i,49,9597
Penn-Cleveland,BS-i,50,4659
Wisconsin,BS-i,51,7739
Columbus,BS-i,52,9234
Minnesota,BS-i,53,8584
Washington,BS-i,54,9181
California,BS-i,55,9022
Houston North,BS-i,56,4696
Austin,BS-i,57,7916
Dallas North,BS-i,58,8491
Dallas North,BS-i,59,8411
Tarrant County,BS-i,60,8116
Penn-Cleveland,BS-i,61,7305
Penn-Cleveland,BS-i,62,9308
Washington,BS-i,64,9482
Dallas North,BS-i,65,10158
Penn-Cleveland,BS-i,66,8556
California,BS-i,67,10624
Minnesota,BS-i,68,9376
Arizona,BS-i,69,8496
Midwest,BS-i,70,8933
Washington,BS-i,71,5134
Arizona,BS-i,72,8118
Midwest,BS-i,73,9136
Houston South,BS-i,74,7699
Austin,BS-i,75,8190
Austin,BS-i,76,8283
Penn-Cleveland,BS-i,77,9047
Midwest,BS-i,78,4480
Southern Ohio,BS-i,80,7823
Tarrant County,BS-i,81,14637
Southern Ohio,BS-i,82,8879
Dallas South,BS-i,83,3974
Midwest,BS-i,84,5617
Dallas North,BS-i,85,10557
Midwest,BS-i,86,9052
Chicago,BS-i,87,8414
Kentucky,BS-i,88,7532
Chicago,BS-i,90,3894
Columbus,BS-i,91,7676
Columbus,BS-i,92,322
Minnesota,BS-i,93,410
Chicago,BS-i,94,7198
Houston South,BS-i,95,4314
Minnesota,BS-i,96,9817
Kentucky,BS-i,97,8717
Tarrant County,BS-i,98,9321
Midwest,BS-i,99,9823
Indiana,BS-i,100,8946
Chicago,BS-i,101,4555
Indiana,BS-i,102,7911
Wisconsin,BS-i,103,8081
Austin,BS-i,104,10187
Oklahoma,BS-i,105,8438
Arizona,BS-i,106,4852
Southern Ohio,BS-i,107,7377
Chicago,BS-i,108,6970
Dallas South,BS-i,109,9801
Oklahoma,BS-i,110,8590
Tarrant County,BS-i,111,7574
California,BS-i,112,8859
San Antonio,BS-i,113,4134
Oklahoma,BS-i,114,8439
Chicago,BS-i,115,7869
Kentucky,BS-i,116,9171
Chicago,BS-i,117,6016
Austin,BS-i,118,9378
Chicago,BS-i,119,8122
St. Louis,BS-i,120,8088
Columbus,BS-i,121,5144
California,BS-i,122,7097
St. Louis,BS-i,123,4253
Chicago,BS-i,124,6930
Georgia,BS-i,125,7697
Georgia,BS-i,126,10253
St. Louis,BS-i,127,1721
Dallas Flagship,BS-r,1,26982
Dallas South,BS-r,2,4416
Wisconsin,IDBKSALESI-i,51,432
Columbus,IDBKSALESI-i,52,326
Minnesota,IDBKSALESI-i,53,293
Washington,IDBKSALESI-i,54,195
California,IDBKSALESI-i,55,359
Houston North,IDBKSALESI-i,56,473
Austin,IDBKSALESI-i,57,265
Dallas North,IDBKSALESI-i,58,231
Dallas North,IDBKSALESI-i,59,327
Tarrant County,IDBKSALESI-i,60,212
Penn-Cleveland,IDBKSALESI-i,61,322
Penn-Cleveland,IDBKSALESI-i,62,227
Washington,IDBKSALESI-i,64,273
Dallas North,IDBKSALESI-i,65,263
Penn-Cleveland,IDBKSALESI-i,66,212
California,IDBKSALESI-i,67,415
Minnesota,IDBKSALESI-i,68,484
Arizona,IDBKSALESI-i,69,368
Midwest,IDBKSALESI-i,70,311
Washington,IDBKSALESI-i,71,238
Arizona,IDBKSALESI-i,72,277
Midwest,IDBKSALESI-i,73,404
Houston South,IDBKSALESI-i,74,320
Austin,IDBKSALESI-i,75,294
Austin,IDBKSALESI-i,76,516
Penn-Cleveland,IDBKSALESI-i,77,556
Midwest,IDBKSALESI-i,78,251
Southern Ohio,IDBKSALESI-i,80,452
Tarrant County,IDBKSALESI-i,81,373
Southern Ohio,IDBKSALESI-i,82,235
Dallas South,IDBKSALESI-i,83,368
Midwest,IDBKSALESI-i,84,407
Dallas North,IDBKSALESI-i,85,300
Midwest,IDBKSALESI-i,86,367
Chicago,IDBKSALESI-i,87,314
Kentucky,IDBKSALESI-i,88,428
Chicago,IDBKSALESI-i,90,296
Columbus,IDBKSALESI-i,91,222
Columbus,IDBKSALESI-i,92,33
Minnesota,IDBKSALESI-i,93,50
Chicago,IDBKSALESI-i,94,244
Houston South,IDBKSALESI-i,95,174
Minnesota,IDBKSALESI-i,96,375
Kentucky,IDBKSALESI-i,97,356
Tarrant County,IDBKSALESI-i,98,176
Midwest,IDBKSALESI-i,99,397
Indiana,IDBKSALESI-i,100,179
Chicago,IDBKSALESI-i,101,135
Indiana,IDBKSALESI-i,102,301
Wisconsin,IDBKSALESI-i,103,159
Austin,IDBKSALESI-i,104,385
Oklahoma,IDBKSALESI-i,105,349
Arizona,IDBKSALESI-i,106,223
Southern Ohio,IDBKSALESI-i,107,452
Chicago,IDBKSALESI-i,108,255
Dallas South,IDBKSALESI-i,109,352
Oklahoma,IDBKSALESI-i,110,281
Tarrant County,IDBKSALESI-i,111,266
California,IDBKSALESI-i,112,370
San Antonio,IDBKSALESI-i,113,266
Oklahoma,IDBKSALESI-i,114,255
Chicago,IDBKSALESI-i,115,184
Kentucky,IDBKSALESI-i,116,315
Chicago,IDBKSALESI-i,117,189
Austin,IDBKSALESI-i,118,243
Chicago,IDBKSALESI-i,119,242
St. Louis,IDBKSALESI-i,120,254
Columbus,IDBKSALESI-i,121,180
California,IDBKSALESI-i,122,230
St. Louis,IDBKSALESI-i,123,387
Chicago,IDBKSALESI-i,124,181
Georgia,IDBKSALESI-i,125,158
Georgia,IDBKSALESI-i,126,291
Dallas Flagship,IDBKSALESI-r,1,9429
Dallas South,IDBKSALESI-r,2,1045
Tarrant County,IDBKSALESI-r,3,1685
San Antonio,IDBKSALESI-r,4,1261
Austin,IDBKSALESI-r,5,1792
Houston North,IDBKSALESI-r,6,1280
Austin,IDBKSALESI-r,7,1792
Dallas North,IDBKSALESI-r,8,531
Houston North,IDBKSALESI-r,9,942
San Antonio,IDBKSALESI-r,10,966
Houston South,IDBKSALESI-r,11,967
Tarrant County,IDBKSALESI-r,12,1102
Kentucky,IDBKSALESI-r,13,1051
Wisconsin,IDBKSALESI-r,14,97
Houston South,IDBKSALESI-r,15,856
Dallas South,IDBKSALESI-r,16,2640
Austin,IDBKSALESI-r,17,1959
Tarrant County,IDBKSALESI-r,18,1204
Columbus,IDBKSALESI-r,19,649
Houston South,IDBKSALESI-r,20,658
Houston North,IDBKSALESI-r,21,1484
Washington,IDBKSALESI-r,22,542
Minnesota,IDBKSALESI-r,23,748
Houston South,IDBKSALESI-r,24,861
San Antonio,IDBKSALESI-r,25,522
Minnesota,IDBKSALESI-r,26,912
Washington,IDBKSALESI-r,27,32
San Antonio,IDBKSALESI-r,29,610
Southern Ohio,IDBKSALESI-r,30,1677
Midwest,IDBKSALESI-r,31,3675
Southern Ohio,IDBKSALESI-r,32,1075
Tarrant County,IDBKSALESI-r,33,2423
Washington,IDBKSALESI-r,34,1222
Wisconsin,IDBKSALESI-r,35,970
Minnesota,IDBKSALESI-r,36,1652
California,IDBKSALESI-r,37,2472
Indiana,IDBKSALESI-r,38,1263
Indiana,IDBKSALESI-r,39,850
Columbus,IDBKSALESI-r,40,771
Minnesota,IDEUROGRA-r,96,802
Kentucky,IDEUROGRA-r,97,518
Tarrant County,IDEUROGRA-r,98,559
Midwest,IDEUROGRA-r,99,753
Indiana,IDEUROGRA-r,100,714
Chicago,IDEUROGRA-r,101,353
Indiana,IDEUROGRA-r,102,461
Wisconsin,IDEUROGRA-r,103,436
Austin,IDEUROGRA-r,104,1098
Oklahoma,IDEUROGRA-r,105,1403
Arizona,IDEUROGRA-r,106,398
Southern Ohio,IDEUROGRA-r,107,1433
Chicago,IDEUROGRA-r,108,186
Dallas South,IDEUROGRA-r,109,1473
Oklahoma,IDEUROGRA-r,110,1156
Tarrant County,IDEUROGRA-r,111,468
California,IDEUROGRA-r,112,1754
San Antonio,IDEUROGRA-r,113,696
Oklahoma,IDEUROGRA-r,114,1257
Chicago,IDEUROGRA-r,115,364
Kentucky,IDEUROGRA-r,116,538
Chicago,IDEUROGRA-r,117,605
Austin,IDEUROGRA-r,118,1304
Chicago,IDEUROGRA-r,119,544
St. Louis,IDEUROGRA-r,120,1090
Columbus,IDEUROGRA-r,121,324
California,IDEUROGRA-r,122,971
St. Louis,IDEUROGRA-r,123,480
Chicago,IDEUROGRA-r,124,257
Georgia,IDEUROGRA-r,125,408
Georgia,IDEUROGRA-r,126,461
St. Louis,IDEUROGRA-r,127,717
Dallas Flagship,IDFOUNDIMG-r,1,1038
Austin,IDFOUNDIMG-r,7,-1
Austin,IDFOUNDIMG-r,17, $- 
Minnesota,IDFOUNDIMG-r,23,1015
Minnesota,IDFOUNDIMG-r,26,329
California,IDFOUNDIMG-r,37,2214
Austin,IDFOUNDIMG-r,57,-426
Arizona,IDFOUNDIMG-r,69, $- 
Chicago,IDFOUNDIMG-r,87,237
Austin,IDFOUNDIMG-r,104,-101
Oklahoma,IDFOUNDIMG-r,105, $- 
Arizona,IDFOUNDIMG-r,106,15
California,IDFOUNDIMG-r,112,479
Tarrant County,IDHOORAYFO-i,3,35
Tarrant County,IDHOORAYFO-i,33,53
Dallas South,IDHOORAYFO-i,46,43
Dallas North,IDHOORAYFO-i,85,54
Tarrant County,IDHOORAYFO-i,98,53
Dallas Flagship,IDHOORAYFO-r,1,933
Dallas South,IDHOORAYFO-r,2,192
Tarrant County,IDHOORAYFO-r,3,61
Tarrant County,IDHOORAYFO-r,12,61
Dallas South,IDHOORAYFO-r,16,89
Tarrant County,IDHOORAYFO-r,33,292
Dallas South,IDHOORAYFO-r,46,242
Dallas South,IDHOORAYFO-r,49,33
Dallas North,IDHOORAYFO-r,59,71
Dallas North,IDHOORAYFO-r,65,88
Dallas South,IDHOORAYFO-r,83,191
Tarrant County,IDHOORAYFO-r,98,171
Dallas South,IDHOORAYFO-r,109,160
Georgia,IDHOORAYFO-r,125,50
Georgia,IDHOORAYFO-r,126,112
Dallas Flagship,IDKIKKERLA-i,1,505
Dallas South,IDKIKKERLA-i,2,133
Tarrant County,IDKIKKERLA-i,3,151
San Antonio,IDKIKKERLA-i,4,136
Austin,IDKIKKERLA-i,5,237
Houston North,IDKIKKERLA-i,6,179
Austin,IDKIKKERLA-i,7,123
Dallas North,IDKIKKERLA-i,8,125
Houston North,IDKIKKERLA-i,9,228
San Antonio,IDKIKKERLA-i,10,126
Houston South,IDKIKKERLA-i,11,201
Tarrant County,IDKIKKERLA-i,12,102
Kentucky,IDKIKKERLA-i,13,117
Wisconsin,IDKIKKERLA-i,14,56
Houston South,IDKIKKERLA-i,15,289
Austin,IDKIKKERLA-i,17,173
Tarrant County,IDKIKKERLA-i,18,208
Columbus,IDKIKKERLA-i,19,75
Houston South,IDKIKKERLA-i,20,224
Houston North,IDKIKKERLA-i,21,129
Washington,IDKIKKERLA-i,22,118
Minnesota,IDKIKKERLA-i,23,120
Houston South,IDKIKKERLA-i,24,185
San Antonio,IDKIKKERLA-i,25,158
Minnesota,IDKIKKERLA-i,26,205
Washington,IDKIKKERLA-i,27,28
San Antonio,IDKIKKERLA-i,29,112
Southern Ohio,IDKIKKERLA-i,30,111
Midwest,IDKIKKERLA-i,31,208
Southern Ohio,IDKIKKERLA-i,32,75
Tarrant County,IDKIKKERLA-i,33,159
Washington,IDKIKKERLA-i,34,151
Wisconsin,IDKIKKERLA-i,35,125
Minnesota,IDKIKKERLA-i,36,199
California,IDKIKKERLA-i,37,137
Indiana,IDKIKKERLA-i,38,118
Indiana,IDKIKKERLA-i,39,107
Columbus,IDKIKKERLA-i,40,158
Wisconsin,IDKIKKERLA-i,41,94
Penn-Cleveland,IDKIKKERLA-i,42,106
Dallas North,IDKIKKERLA-i,43,115
Houston North,IDKIKKERLA-i,44,133
Southern Ohio,IDKIKKERLA-i,45,140
Dallas South,IDKIKKERLA-i,46,146
Indiana,IDKIKKERLA-i,47,196
Washington,IDKIKKERLA-i,48,90
Dallas South,IDKIKKERLA-i,49,98
Chicago,IDMODERNPU-r,115,208
Kentucky,IDMODERNPU-r,116,119
Chicago,IDMODERNPU-r,117,202
Austin,IDMODERNPU-r,118,286
Chicago,IDMODERNPU-r,119,231
St. Louis,IDMODERNPU-r,120,172
Columbus,IDMODERNPU-r,121,63
California,IDMODERNPU-r,122,406
St. Louis,IDMODERNPU-r,123,216
Chicago,IDMODERNPU-r,124,205
Georgia,IDMODERNPU-r,125,89
Georgia,IDMODERNPU-r,126,57
St. Louis,IDMODERNPU-r,127,178
Dallas Flagship,IDNOSTIMAG-r,1,3710
Dallas South,IDNOSTIMAG-r,2,521
Tarrant County,IDNOSTIMAG-r,3,369
San Antonio,IDNOSTIMAG-r,4,1992
Austin,IDNOSTIMAG-r,5,767
Houston North,IDNOSTIMAG-r,6,1630
Austin,IDNOSTIMAG-r,7,904
Dallas North,IDNOSTIMAG-r,8,1509
Houston North,IDNOSTIMAG-r,9,1439
San Antonio,IDNOSTIMAG-r,10,1618
Houston South,IDNOSTIMAG-r,11,785
Tarrant County,IDNOSTIMAG-r,12,0
Kentucky,IDNOSTIMAG-r,13,142
Wisconsin,IDNOSTIMAG-r,14,475
Houston South,IDNOSTIMAG-r,15,1794
Dallas South,IDNOSTIMAG-r,16,724
Austin,IDNOSTIMAG-r,17,863
Tarrant County,IDNOSTIMAG-r,18,1
Columbus,IDNOSTIMAG-r,19,-49
Houston South,IDNOSTIMAG-r,20,404
Houston North,IDNOSTIMAG-r,21,1859
Washington,IDNOSTIMAG-r,22,615
Minnesota,IDNOSTIMAG-r,23,1138
Houston South,IDNOSTIMAG-r,24,868
San Antonio,IDNOSTIMAG-r,25,1710
Minnesota,IDNOSTIMAG-r,26,706
Washington,IDNOSTIMAG-r,27,53
San Antonio,IDNOSTIMAG-r,29,1013
Southern Ohio,IDNOSTIMAG-r,30,710
Midwest,IDNOSTIMAG-r,31,2000
Southern Ohio,IDNOSTIMAG-r,32,756
Tarrant County,IDNOSTIMAG-r,33,-5
Washington,IDNOSTIMAG-r,34,1147
Wisconsin,IDNOSTIMAG-r,35,613
Minnesota,IDNOSTIMAG-r,36,1203
California,IDNOSTIMAG-r,37,889
Indiana,IDNOSTIMAG-r,38,1506
Indiana,IDNOSTIMAG-r,39,672
Columbus,IDNOSTIMAG-r,40,62
Wisconsin,IDNOSTIMAG-r,41,95
Penn-Cleveland,IDNOSTIMAG-r,42,-4
Dallas North,IDNOSTIMAG-r,43,575
Houston North,IDNOSTIMAG-r,44,1749
Southern Ohio,IDNOSTIMAG-r,45,373
Dallas South,IDNOSTIMAG-r,46,1166
Indiana,IDNOSTIMAG-r,47,1445
Washington,IDNOSTIMAG-r,48,544
Dallas South,IDNOSTIMAG-r,49,1053
Penn-Cleveland,IDNOSTIMAG-r,50,131
Wisconsin,IDNOSTIMAG-r,51,2358
Columbus,IDNOSTIMAG-r,52,81
Minnesota,IDNOSTIMAG-r,53,614
Washington,IDNOSTIMAG-r,54,634
California,IDNOSTIMAG-r,55,1275
Houston North,IDNOSTIMAG-r,56,1831
Austin,IDNOSTIMAG-r,57,579
Dallas North,IDNOSTIMAG-r,58,380
Dallas North,IDNOSTIMAG-r,59,799
Tarrant County,IDNOSTIMAG-r,60,-1
Penn-Cleveland,IDNOSTIMAG-r,61,266
Penn-Cleveland,IDNOSTIMAG-r,62,105
Washington,IDNOSTIMAG-r,64,1341
